1 50 2805
2 50 7495
3 50 9833
4 50 7444
5 50 2950
6 50 2262
7 50 2473
8 50 1414
9 50 867
10 50 742
11 50 625
12 50 356
13 50 241
14 50 220
15 50 170
16 50 103
17 50 78
18 50 62
19 50 41
20 50 32
21 50 21
22 50 14
23 50 14
24 50 15
25 50 9
26 50 5
27 50 4
28 50 2
29 50 5
30 50 1
31 50 3
32 50 1
33 50 1
38 50 1
39 50 2

1 100 371
2 100 897
3 100 1154
4 100 883
5 100 372
6 100 281
7 100 301
8 100 171
9 100 114
10 100 73
11 100 70
12 100 44
13 100 29
14 100 27
15 100 20
16 100 14
17 100 8
18 100 4
19 100 5
20 100 5
21 100 2
22 100 4
23 100 2
25 100 1
26 100 1
28 100 1

1 150 508
2 150 1296
3 150 1751
4 150 1277
5 150 508
6 150 384
7 150 449
8 150 255
9 150 144
10 150 130
11 150 117
12 150 70
13 150 51
14 150 37
15 150 25
16 150 12
17 150 21
18 150 14
19 150 9
20 150 4
21 150 6
22 150 4
23 150 5
24 150 2
26 150 1
27 150 1
31 150 1

1 200 714
2 200 1732
3 200 2316
4 200 1698
5 200 645
6 200 590
7 200 596
8 200 356
9 200 223
10 200 181
11 200 158
12 200 76
13 200 59
14 200 54
15 200 29
16 200 21
17 200 16
18 200 21
19 200 10
20 200 4
21 200 5
22 200 5
23 200 6
24 200 1
25 200 2
26 200 1
30 200 3

1 250 886
2 250 2162
3 250 2937
4 250 2133
5 250 854
6 250 718
7 250 753
8 250 376
9 250 278
10 250 239
11 250 176
12 250 121
13 250 82
14 250 63
15 250 48
16 250 25
17 250 19
18 250 15
19 250 14
20 250 9
21 250 11
22 250 5
23 250 1
24 250 4
25 250 2
31 250 1
32 250 1
36 250 1

1 300 1004
2 300 2604
3 300 3553
4 300 2600
5 300 969
6 300 808
7 300 859
8 300 520
9 300 299
10 300 266
11 300 249
12 300 113
13 300 100
14 300 85
15 300 64
16 300 42
17 300 32
18 300 20
19 300 17
20 300 11
21 300 6
22 300 4
23 300 2
24 300 1
25 300 3
26 300 3
27 300 1
29 300 1
32 300 2

1 350 1126
2 350 3039
3 350 4055
4 350 3068
5 350 1189
6 350 955
7 350 1005
8 350 536
9 350 342
10 350 282
11 350 271
12 350 157
13 350 106
14 350 91
15 350 63
16 350 38
17 350 45
18 350 30
19 350 16
20 350 8
21 350 12
22 350 15
23 350 4
24 350 5
25 350 3
26 350 4
27 350 1
28 350 2
29 350 1
30 350 2
33 350 1
35 350 1

1 400 1374
2 400 3525
3 400 4617
4 400 3551
5 400 1407
6 400 1038
7 400 1264
8 400 683
9 400 404
10 400 367
11 400 235
12 400 185
13 400 117
14 400 97
15 400 63
16 400 45
17 400 39
18 400 35
19 400 14
20 400 26
21 400 10
22 400 7
23 400 4
24 400 7
25 400 6
26 400 4
27 400 4
28 400 1
32 400 1

1 450 1571
2 450 3883
3 450 5301
4 450 3963
5 450 1455
6 450 1188
7 450 1316
8 450 755
9 450 464
10 450 394
11 450 323
12 450 183
13 450 135
14 450 110
15 450 97
16 450 55
17 450 47
18 450 34
19 450 13
20 450 25
21 450 17
22 450 8
23 450 8
24 450 5
25 450 7
26 450 3
28 450 2
29 450 1
31 450 1
32 450 2
33 450 1

1 500 1729
2 500 4182
3 500 5893
4 500 4313
5 500 1662
6 500 1318
7 500 1493
8 500 830
9 500 532
10 500 421
11 500 380
12 500 206
13 500 145
14 500 144
15 500 111
16 500 72
17 500 42
18 500 31
19 500 36
20 500 8
21 500 14
22 500 13
23 500 8
24 500 1
25 500 7
26 500 2
27 500 5
29 500 2
35 500 1
40 500 1

1 550 1855
2 550 4634
3 550 6440
4 550 4740
5 550 1853
6 550 1406
7 550 1665
8 550 874
9 550 599
10 550 496
11 550 412
12 550 227
13 550 175
14 550 140
15 550 115
16 550 77
17 550 55
18 550 33
19 550 30
20 550 21
21 550 15
22 550 11
23 550 4
24 550 11
25 550 3
26 550 2
27 550 2
28 550 3
29 550 1
30 550 3
31 550 1
34 550 1

1 600 2092
2 600 5083
3 600 6999
4 600 5104
5 600 2051
6 600 1585
7 600 1722
8 600 988
9 600 629
10 600 484
11 600 464
12 600 234
13 600 189
14 600 168
15 600 113
16 600 84
17 600 66
18 600 59
19 600 28
20 600 17
21 600 24
22 600 10
23 600 11
24 600 11
25 600 7
26 600 2
27 600 3
29 600 3
31 600 1
32 600 1
33 600 1
38 600 1

1 650 2131
2 650 5530
3 650 7671
4 650 5664
5 650 2135
6 650 1653
7 650 1938
8 650 1105
9 650 662
10 650 583
11 650 502
12 650 270
13 650 210
14 650 185
15 650 116
16 650 86
17 650 56
18 650 42
19 650 31
20 650 16
21 650 22
22 650 18
23 650 3
24 650 9
25 650 9
26 650 5
27 650 2
28 650 1
29 650 2
31 650 4
32 650 1
35 650 1

1 700 2387
2 700 5844
3 700 8205
4 700 5946
5 700 2298
6 700 1874
7 700 2047
8 700 1172
9 700 706
10 700 644
11 700 493
12 700 279
13 700 236
14 700 170
15 700 151
16 700 84
17 700 72
18 700 50
19 700 37
20 700 25
21 700 13
22 700 14
23 700 17
24 700 8
25 700 14
26 700 6
28 700 5
29 700 3
30 700 2
31 700 2
34 700 1
35 700 1
37 700 1
44 700 1

1 750 2588
2 750 6472
3 750 8815
4 750 6477
5 750 2615
6 750 1926
7 750 2212
8 750 1270
9 750 793
10 750 644
11 750 571
12 750 295
13 750 211
14 750 209
15 750 149
16 750 91
17 750 65
18 750 50
19 750 40
20 750 27
21 750 15
22 750 14
23 750 11
24 750 13
25 750 9
26 750 5
27 750 8
28 750 2
30 750 3
33 750 2
48 750 1

1 800 2764
2 800 6935
3 800 9273
4 800 6987
5 800 2699
6 800 2086
7 800 2385
8 800 1297
9 800 827
10 800 720
11 800 593
12 800 327
13 800 244
14 800 210
15 800 160
16 800 85
17 800 86
18 800 60
19 800 43
20 800 24
21 800 19
22 800 22
23 800 17
24 800 9
25 800 4
26 800 3
27 800 6
28 800 4
29 800 3
30 800 2
31 800 2
32 800 1
33 800 1

1 850 2846
2 850 7327
3 850 9929
4 850 7396
5 850 2951
6 850 2284
7 850 2533
8 850 1421
9 850 893
10 850 701
11 850 605
12 850 329
13 850 259
14 850 255
15 850 157
16 850 110
17 850 77
18 850 72
19 850 38
20 850 17
21 850 16
22 850 32
23 850 10
24 850 11
25 850 6
26 850 10
27 850 3
28 850 3
29 850 4
30 850 2
31 850 3
34 850 1
35 850 1

1 900 3013
2 900 7855
3 900 10497
4 900 7941
5 900 3072
6 900 2412
7 900 2666
8 900 1495
9 900 932
10 900 760
11 900 631
12 900 354
13 900 279
14 900 223
15 900 182
16 900 104
17 900 90
18 900 71
19 900 34
20 900 42
21 900 22
22 900 21
23 900 15
24 900 13
25 900 3
26 900 13
27 900 5
28 900 2
29 900 6
31 900 1
32 900 2
38 900 2

1 950 3212
2 950 8101
3 950 11246
4 950 7992
5 950 3168
6 950 2548
7 950 2755
8 950 1586
9 950 1013
10 950 820
11 950 665
12 950 401
13 950 292
14 950 280
15 950 193
16 950 133
17 950 98
18 950 72
19 950 37
20 950 27
21 950 26
22 950 25
23 950 24
24 950 9
25 950 7
26 950 6
27 950 4
28 950 2
29 950 3
30 950 3
31 950 3
32 950 1
34 950 1

1 1000 3437
2 1000 8664
3 1000 11795
4 1000 8685
5 1000 3376
6 1000 2710
7 1000 2958
8 1000 1731
9 1000 1051
10 1000 846
11 1000 695
12 1000 403
13 1000 338
14 1000 229
15 1000 183
16 1000 130
17 1000 91
18 1000 76
19 1000 63
20 1000 32
21 1000 21
22 1000 19
23 1000 21
24 1000 12
25 1000 10
26 1000 5
27 1000 4
28 1000 8
29 1000 2
31 1000 2
32 1000 1
33 1000 1
37 1000 1

